video_id,start,end,text
SntyepuQlro,20.273,21.694,"Hi, yo, what's up, Jmaster22."
SntyepuQlro,21.894,24.557,"And after I read that message, everyone believed that I was streaming."
SntyepuQlro,24.577,25.779,So I started giving a tour of my setup.
SntyepuQlro,25.799,27.54,This is my light that turns the background blue.
SntyepuQlro,27.621,29.042,"So if I flick this on right here,"
SntyepuQlro,30.271,32.581, You'll be able to see the whole background turns blue.
SntyepuQlro,32.641,36.035,"And while the tour was going, chat was freaking out that I was doing a real-life stream."
SntyepuQlro,36.075,38.184,But what I was actually doing is just sitting at my computer.
SntyepuQlro,38.345,39.791,No one knows that it's fake.
SntyepuQlro,39.851,41.558,How does no one know this is fake?
YwYhfyod63g,5.228,9.062, The way you move the way you feel
t09R_psa0t0,1.027,3.561," So lonely, broken and"
jFqMcnevQwg,1.938,4.118, What the Sigma De Quavis?
RiOqgmmcSvc,0.031,1.035, Welcome to my house.
RiOqgmmcSvc,1.357,2.301,"Wow, this is your house?"
RiOqgmmcSvc,2.723,4.229,"No, it's my neighbor's."
RiOqgmmcSvc,4.591,5.696,"Mom, do you have any flour?"
RiOqgmmcSvc,5.917,7.443,"Why, are you baking something?"
RiOqgmmcSvc,7.464,10.899,"No, I want to plant it outside and see if it turns into a real flower."
RiOqgmmcSvc,11.16,12.666,"Mom, I'm gonna go for a walk."
RiOqgmmcSvc,12.686,13.108,Right now?
H6eugFRYevw,0.031,1.4, You actually hate builds that much?
H6eugFRYevw,1.843,2.971,"Bro, I have 40 ping."
H6eugFRYevw,4.42,5.951,"Like, I think you should make the comeback."
Cp68Ob4vPs0,0.031,4.716," Hey, I'm working on a new video, but in the meantime, here's a little trick that'll make you look like a genius."
Cp68Ob4vPs0,4.796,5.416,Check this out.
Cp68Ob4vPs0,5.616,9.4,Ask someone for a random number between 22 and 99.
Cp68Ob4vPs0,10.041,15.426,"And you can make a magic square where every row, column, and diagonal adds up to the number they gave you."
Cp68Ob4vPs0,15.847,17.008,Say they give you the number 51.
Cp68Ob4vPs0,18.189,21.592,Subtract 20 from the number they gave you to give you A.
Cp68Ob4vPs0,22.133,23.834,Add 1 to A to get B.
Cp68Ob4vPs0,24.155,28.519,"Add 1 to B to get C. And then for D, subtract 1 from A."
Cp68Ob4vPs0,28.499,29.341, That's the hard part.
Cp68Ob4vPs0,29.381,31.767,Now just fill in a pattern of pairs that add up to 9.
Cp68Ob4vPs0,31.787,32.91,5 and 4.
Cp68Ob4vPs0,32.93,33.492,1 and 8.
Cp68Ob4vPs0,33.532,34.895,3 and 6.
Cp68Ob4vPs0,34.916,36.219,7 and 2.
Cp68Ob4vPs0,36.56,38.605,Throw another 9 in the bottom right.
Cp68Ob4vPs0,38.785,41.773,"And the remaining boxes are 10, 11, and 12."
Cp68Ob4vPs0,42.094,42.515,That's it.
Cp68Ob4vPs0,42.696,44.721,"Every way you add up a line, you'll get 51."
Cp68Ob4vPs0,44.961,48.29,And this works for every number between 22 and 99.
Cp68Ob4vPs0,48.611,49.413,Try this on someone.
uZodOvJzmt0,0.031,10.405, And the Anime Award goes to... My Hero Academia!
uZodOvJzmt0,10.425,11.066,Mob Psycho 100!
uZodOvJzmt0,13.569,25.485,Keep your hands off Eizouken!
uZodOvJzmt0,25.886,28.249,Demon Slayer!
uZodOvJzmt0,30.541,33.008, Kimetsu no Yaiba Hashira Keiko Hen
6hWh7WxBftk,0.031,1.573, You ride cancel.
6hWh7WxBftk,1.593,2.014,Cancel?
6hWh7WxBftk,2.294,3.436,"Oh, Amelport."
6hWh7WxBftk,3.456,3.696,No problem.
6hWh7WxBftk,3.796,4.658,What?
6hWh7WxBftk,5.299,5.759,You cancel?
6hWh7WxBftk,5.879,7.001,"Yes, amount case."
6hWh7WxBftk,7.281,7.482,Huh?
6hWh7WxBftk,7.502,7.742,105.
6hWh7WxBftk,7.802,8.723,"Yeah, 105?"
6hWh7WxBftk,8.864,9.284,Only case.
6hWh7WxBftk,9.725,10.206,Only what?
6hWh7WxBftk,10.226,11.087,Ride cancel.
6hWh7WxBftk,11.107,11.708,What?
6hWh7WxBftk,11.728,12.909,You want me to go out?
6hWh7WxBftk,12.929,13.69,"No, no, no."
6hWh7WxBftk,13.711,13.891,Huh?
6hWh7WxBftk,13.911,15.333,"Yes, amount 105."
6hWh7WxBftk,15.413,15.733,Yeah?
6hWh7WxBftk,16.034,16.555,Only case.
6hWh7WxBftk,17.115,17.897,What do you mean only case?
6hWh7WxBftk,18.037,20.06,Only ride cancel.
6hWh7WxBftk,20.18,21.021,You're cancelling it?
6hWh7WxBftk,21.402,22.603,"Oh, no problem."
6hWh7WxBftk,22.623,23.905,This is Amelport.
6hWh7WxBftk,23.925,24.386,Cancel it?
6hWh7WxBftk,24.506,26.008,Okay.
6hWh7WxBftk,26.028,27.49,"I pay you 105, right?"
6hWh7WxBftk,27.51,28.291,"Okay, okay."
6hWh7WxBftk,28.311,28.772,Okay.
6hWh7WxBftk,29.208,32.545, I think he didn't want to give the commission to all of us.
6hWh7WxBftk,33.248,33.992,You want me to drive?
6hWh7WxBftk,34.716,36.143,"Okay, let's swap."
6hWh7WxBftk,36.244,37.068,What's this guy doing?
6hWh7WxBftk,37.108,37.892,He's going the wrong way.
6hWh7WxBftk,38.515,39.52,"Only wrong side, faggot."
6hWh7WxBftk,39.701,40.807,He's wrong side.
6hWh7WxBftk,40.847,40.967,Idiot.
